Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
362;21100916903;"Acta Fytotechnica et Zootechnica";journal;"13369245, 1335258X";"Slovak University of Agriculture in Nitra";Yes;Yes;0,149;Q4;8;42;181;1355;78;181;0,56;32,26;46,06;0;13;Slovakia;Eastern Europe;"Slovak University of Agriculture in Nitra";"2018-2024";"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Food Science (Q4)";"Agricultural and Biological Sciences"
363;19900193629;"International Journal Bioautomation";journal;"13142321, 13141902";"Institute of Biophysics and Biomedical Engineering at the Bulgarian Academy of Sciences";Yes;Yes;0,149;Q4;17;20;64;559;30;64;0,41;27,95;60,71;0;4;Bulgaria;Eastern Europe;"Institute of Biophysics and Biomedical Engineering at the Bulgarian Academy of Sciences";"2011-2024";"Biochemistry (Q4); Biotechnology (Q4); Ecological Modeling (Q4); Food Science (Q4); Genetics (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
364;21101152700;"Food Systems";journal;"26187272, 26189771";"V.M. Gorbatov Federal Research Center for Food Systems of the Russian Academy of Sciences";Yes;Yes;0,148;Q4;6;69;144;3748;91;144;0,63;54,32;60,93;0;19;Russian Federation;Eastern Europe;"V.M. Gorbatov Federal Research Center for Food Systems of the Russian Academy of Sciences";"2019-2024";"Food Science (Q4)";"Agricultural and Biological Sciences"
365;21101022225;"Food and History";journal;"17803187, 20342101";"Brepols Publishers";No;No;0,146;Q4;3;15;43;1154;11;43;0,10;76,93;50,00;0;4;Belgium;Western Europe;"Brepols Publishers";"2019-2024";"History (Q2); Food Science (Q4)";"Agricultural and Biological Sciences; Arts and Humanities"
366;21101163152;"Science and Technology of Cereals, Oils and Foods";journal;"10077561";"";Yes;No;0,146;Q4;7;154;479;3819;219;479;0,48;24,80;40,58;0;34;China;Asiatic Region;"";"2019-2025";"Food Science (Q4)";"Agricultural and Biological Sciences"
367;21101044883;"Agricultural Research Journal";journal;"2395146X, 23951435";"Punjab Agricultural University";No;No;0,145;Q4;8;97;450;2803;120;402;0,23;28,90;34,54;0;48;India;Asiatic Region;"Punjab Agricultural University";"2019-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Agronomy and Crop Science (Q4); Food Science (Q4); Horticulture (Q4)";"Agricultural and Biological Sciences"
368;19700173167;"Zywnosc. Nauka. Technologia. Jakosc/Food. Science Technology. Quality";journal;"24510777, 24510769";"Polish Society of Food Technologists";No;No;0,144;Q4;17;34;114;1473;34;113;0,31;43,32;62,20;0;16;Poland;Eastern Europe;"Polish Society of Food Technologists";"2009-2024";"Food Science (Q4); Industrial and Manufacturing Engineering (Q4)";"Agricultural and Biological Sciences; Engineering"
369;21362;"Journal of Food Safety and Food Quality";journal;"0003925X";"Presse Dienstleistungsgesellschaft mbH und Co. KG";No;No;0,143;Q4;18;0;2;0;1;2;0,00;0,00;0,00;0;0;Germany;Western Europe;"Presse Dienstleistungsgesellschaft mbH und Co. KG";"1959-1961, 1973-1989, 1996-2022";"Food Science (Q4); Health, Toxicology and Mutagenesis (Q4); Management, Monitoring, Policy and Law (Q4); Microbiology (Q4)";"Agricultural and Biological Sciences; Environmental Science; Immunology and Microbiology"
370;21100205933;"Agrarforschung Schweiz";journal;"16637909, 16637852";"Recherche agronomique suisse";No;No;0,142;Q4;11;39;42;854;17;42;0,35;21,90;43,17;1;13;Switzerland;Western Europe;"Recherche agronomique suisse";"2012-2024";"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Food Science (Q4); Horticulture (Q4); Pollution (Q4)";"Agricultural and Biological Sciences; Environmental Science"
371;21100936542;"Biomedical and Biopharmaceutical Research";journal;"21822379, 21822360";"ALIES";Yes;No;0,142;Q4;5;10;67;374;13;63;0,16;37,40;51,72;0;4;Portugal;Western Europe;"ALIES";"2019-2024";"Pharmacy (Q3); Food Science (Q4); Pharmacology (medical) (Q4); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
372;21101201215;"Amerta Nutrition";journal;"25809776, 25801163";"Airlangga University Faculty of Public Health";Yes;No;0,138;Q4;3;148;144;5674;76;142;0,53;38,34;67,13;0;83;Indonesia;Asiatic Region;"Airlangga University Faculty of Public Health";"2023-2024";"Food Science (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)";"Agricultural and Biological Sciences; Medicine; Nursing"
373;21100831466;"Revista de Ciencias Agroveterinarias";journal;"22381171, 16769732";"Universidade Do Estado de Santa Catarina";Yes;Yes;0,138;Q4;10;89;187;3298;63;187;0,32;37,06;39,60;0;32;Brazil;Latin America;"Universidade Do Estado de Santa Catarina";"2017-2024";"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Food Science (Q4); Plant Science (Q4); Soil Science (Q4); Veterinary (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Veterinary"
374;21101055931;"Indonesian Journal of Agricultural Science";journal;"1411982X, 23548509";"Indonesian Agency for Agricultural Research and Development";No;No;0,137;Q4;4;0;18;0;7;18;0,25;0,00;0,00;0;0;Indonesia;Asiatic Region;"Indonesian Agency for Agricultural Research and Development";"2019-2022";"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Food Science (Q4); Soil Science (Q4)";"Agricultural and Biological Sciences"
375;4700152877;"Journal of Agricultural and Food Information";journal;"15404722, 10496505";"Taylor and Francis Ltd.";No;No;0,137;Q4;19;1;23;28;7;16;0,17;28,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1993-1996, 2000, 2002-2004, 2006-2024";"Agronomy and Crop Science (Q4); Food Science (Q4); Information Systems and Management (Q4)";"Agricultural and Biological Sciences; Decision Sciences"
376;21101223042;"Indonesian Journal of Halal Research";journal;"26570165, 26563754";"Halal Center UIN Sunan Gunung Djati Bandung";Yes;No;0,136;Q4;1;10;10;472;9;10;0,90;47,20;48,39;0;2;Indonesia;Asiatic Region;"Halal Center UIN Sunan Gunung Djati Bandung";"2023-2024";"Religious Studies (Q2); Food Animals (Q4); Food Science (Q4)";"Agricultural and Biological Sciences; Arts and Humanities; Veterinary"
377;21101257955;"Media Gizi Indonesia";journal;"16937228, 25408410";"Airlangga University";Yes;No;0,136;Q4;4;48;158;1569;62;158;0,39;32,69;66,98;0;28;Indonesia;Asiatic Region;"Airlangga University";"2020-2025";"Food Science (Q4); Health Professions (miscellaneous) (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Health Professions; Nursing"
378;21101179099;"Journal of Henan University of Technology: Natural Science Edition";journal;"16732383";"Editorial Department of Journal of Henan University of Technology";No;No;0,134;Q4;6;100;312;3097;130;312;0,44;30,97;46,72;0;6;China;Asiatic Region;"Editorial Department of Journal of Henan University of Technology";"2019-2024";"Food Science (Q4)";"Agricultural and Biological Sciences"
379;21101149380;"Egyptian Journal of Agronomy";journal;"23570288, 03793575";"National Information and Documentation Centre";No;No;0,133;Q4;2;35;35;1613;10;35;0,29;46,09;39,42;0;16;Egypt;Africa/Middle East;"National Information and Documentation Centre";"2011-2024";"Agronomy and Crop Science (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Food Science (Q4); Horticulture (Q4); Plant Science (Q4); Soil Science (Q4)";"Agricultural and Biological Sciences"
380;21101192801;"International Journal of Nutrology";journal;"25952854, 19843011";"ABRAN - Brazilian Association of Nutrology";No;No;0,133;Q4;5;54;124;1616;44;123;0,24;29,93;62,96;0;37;Brazil;Latin America;"ABRAN - Brazilian Association of Nutrology";"2019-2025";"Food Science (Q4); Medicine (miscellaneous) (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Medicine; Nursing"
381;19500157305;"Journal of Food Investigations";journal;"26768704, 04229576";"University of Szeged";No;No;0,133;Q4;3;7;94;272;11;83;0,10;38,86;50,00;0;2;Hungary;Eastern Europe;"University of Szeged";"2008-2024";"Food Science (Q4)";"Agricultural and Biological Sciences"
382;21100922616;"Pesticide Research Journal";journal;"2249524X, 09706763";"Society of Pesticide Science India";No;No;0,133;Q4;6;17;108;382;25;105;0,15;22,47;46,15;0;6;India;Asiatic Region;"Society of Pesticide Science India";"2019-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Agronomy and Crop Science (Q4); Biochemistry (Q4); Biotechnology (Q4); Food Science (Q4); Pollution (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
383;21101126084;"China Condiment";journal;"10009973";"Editorial Department of China Condiment";No;No;0,132;Q4;3;0;156;0;55;156;0,35;0,00;0,00;0;0;China;Asiatic Region;"Editorial Department of China Condiment";"2022-2023";"Food Science (Q4)";"Agricultural and Biological Sciences"
384;21101121572;"SciEnggJ";journal;"2799189X";"Philippine-American Academy of Science and Engineering";No;No;0,132;Q4;4;54;86;2324;25;74;0,20;43,04;40,00;0;23;Philippines;Asiatic Region;"Philippine-American Academy of Science and Engineering";"2021-2024";"Animal Science and Zoology (Q4); Biochemistry (Q4); Cancer Research (Q4); Food Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
385;17700156710;"Japan Journal of Food Engineering";journal;"13457942";"Japan Society for Food Engineering";No;No;0,131;Q4;17;9;41;204;11;38;0,24;22,67;20,00;0;1;Japan;Asiatic Region;"Japan Society for Food Engineering";"2000-2024";"Food Science (Q4); Industrial and Manufacturing Engineering (Q4)";"Agricultural and Biological Sciences; Engineering"
386;19200157102;"Revista de la Facultad de Agronomia";journal;"24779407, 03787818";"Universidad del Zulia";Yes;Yes;0,130;Q4;10;44;162;1211;43;159;0,25;27,52;36,62;0;11;Venezuela;Latin America;"Universidad del Zulia";"2008-2025";"Agronomy and Crop Science (Q4); Animal Science and Zoology (Q4); Food Science (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences"
387;10300153373;"Agroalimentaria";journal;"13160354";"Centro de Investigaciones Agroalimentarias (CIAAL)";Yes;Yes;0,129;Q4;9;17;60;739;11;52;0,16;43,47;52,94;0;13;Venezuela;Latin America;"Centro de Investigaciones Agroalimentarias (CIAAL)";"2007-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4); Food Science (Q4); Social Sciences (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Economics, Econometrics and Finance; Social Sciences"
388;21101040206;"Revista Academica Ciencia Animal";journal;"25962868";"Editora Champagnat";No;Yes;0,128;Q4;3;14;43;370;7;43;0,14;26,43;48,28;0;4;Brazil;Latin America;"Editora Champagnat";"2019-2024";"Animal Science and Zoology (Q4); Food Science (Q4); Veterinary (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Veterinary"
389;21100934918;"Iranian Journal of Nutrition Sciences and Food Technology";journal;"17357756, 22520694";"National Nutrition and Food Technology Research Institute";No;No;0,126;Q4;6;37;132;1365;35;131;0,22;36,89;53,10;0;15;Iran;Middle East;"National Nutrition and Food Technology Research Institute";"2019-2025";"Endocrinology, Diabetes and Metabolism (Q4); Food Science (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Medicine; Nursing"
390;21100905494;"Analytical Science and Technology";journal;"12250163, 22888985";"Korea Society of Analytical Science";No;No;0,125;Q4;6;32;97;1042;28;97;0,28;32,56;39,68;0;5;South Korea;Asiatic Region;"Korea Society of Analytical Science";"2019-2024";"Agronomy and Crop Science (Q4); Analytical Chemistry (Q4); Environmental Chemistry (Q4); Food Science (Q4); Materials Chemistry (Q4); Pharmacology (Q4)";"Agricultural and Biological Sciences; Chemistry; Environmental Science; Materials Science; Pharmacology, Toxicology and Pharmaceutics"
391;21100932463;"INFORM";trade journal;"15289303";"American Oil Chemists Society";No;No;0,123;Q4;3;0;59;0;14;29;0,00;0,00;0,00;0;0;United States;Northern America;"American Oil Chemists Society";"2019-2021";"Biotechnology (Q4); Chemistry (miscellaneous) (Q4); Food Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry"
392;21100245722;"European Food and Feed Law Review";journal;"21908214, 18622720";"Lexxion";Yes;No;0,122;Q4;12;62;188;357;27;98;0,17;5,76;54,76;0;9;Germany;Western Europe;"Lexxion";"2013-2024";"Food Science (Q4); Law (Q4)";"Agricultural and Biological Sciences; Social Sciences"
393;21100818508;"Fourrages";journal;"04292766";"Association Francaise pour la Production Fourragere";No;No;0,120;Q4;15;0;75;0;13;74;0,09;0,00;0,00;0;0;France;Western Europe;"Association Francaise pour la Production Fourragere";"2008-2022";"Agronomy and Crop Science (Q4); Food Science (Q4)";"Agricultural and Biological Sciences"
394;38604;"Japanese Journal of Crop Science";journal;"00111848, 13490990";"Crop Science Society of Japan";No;No;0,120;Q4;26;26;118;317;15;109;0,09;12,19;27,71;0;9;Japan;Asiatic Region;"Crop Science Society of Japan";"1930-1944, 1947-2025";"Agronomy and Crop Science (Q4); Food Science (Q4); Genetics (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
395;18955;"Revista Cientifica de la Facultad de Veterinaria";journal;"25219715, 07982259";"Universidad del Zulia, Facultad de Ciencias Veterinarias";Yes;Yes;0,120;Q4;15;153;312;5398;57;305;0,18;35,28;40,21;0;36;Venezuela;Latin America;"Universidad del Zulia, Facultad de Ciencias Veterinarias";"1997, 1999-2025";"Animal Science and Zoology (Q4); Food Science (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Veterinary (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology; Veterinary"
396;21101254822;"Journal of Food Health and Bioenvironmental Science";journal;"26300311";"Research and Development Institute Suan Dusit University";No;No;0,119;Q4;3;24;71;867;17;71;0,21;36,13;79,41;0;9;Thailand;Asiatic Region;"Research and Development Institute Suan Dusit University";"2020-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Food Science (Q4); Health Professions (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Environmental Science; Health Professions"
397;24771;"Membrane Technology";journal;"09582118, 18734049";"MA Healthcare Ltd";No;No;0,113;Q4;28;16;98;50;12;98;0,03;3,13;60,00;0;7;United Kingdom;Western Europe;"MA Healthcare Ltd";"1990-2024";"Chemistry (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Environmental Science (miscellaneous) (Q4); Food Science (Q4); Industrial and Manufacturing Engineering (Q4); Materials Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Chemistry; Energy; Engineering; Environmental Science; Materials Science"
398;21101180568;"One Health and Risk Management";journal;"25873458, 25873466";"Moldavian Biosafety and Biosecurity Association (MDBBA)";Yes;Yes;0,113;Q4;3;37;162;742;11;122;0,08;20,05;69,70;0;18;Moldova;Eastern Europe;"Moldavian Biosafety and Biosecurity Association (MDBBA)";"2020-2024";"Food Science (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Infectious Diseases (Q4); Microbiology (medical) (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine; Nursing"
399;12100157223;"Zeitschrift fur Arznei- und Gewurzpflanzen";journal;"14319292";"Agrimedia";No;No;0,112;Q4;11;34;54;410;1;15;0,04;12,06;44,00;0;1;Germany;Western Europe;"Agrimedia";"2008-2018, 2020-2024";"Agronomy and Crop Science (Q4); Food Science (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences"
400;21101123952;"Food Studies";journal;"21601933, 21601941";"Common Ground Research Networks";No;No;0,111;Q4;4;10;29;606;28;28;1,22;60,60;55,56;0;6;United States;Northern America;"Common Ground Research Networks";"2019-2024";"Cultural Studies (Q4); Environmental Science (miscellaneous) (Q4); Food Science (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)";"Agricultural and Biological Sciences; Environmental Science; Medicine; Nursing; Social Sciences"
401;21100970267;"Organic Farming";journal;"22976485";"Acadlore Publishing Services Limited";Yes;No;0,111;Q4;5;10;4;411;1;3;0,33;41,10;59,52;0;10;Hong Kong;Asiatic Region;"Acadlore Publishing Services Limited";"2019-2024";"Agronomy and Crop Science (Q4); Food Science (Q4); Soil Science (Q4)";"Agricultural and Biological Sciences"
402;21101039877;"Journal of Caffeine and Adenosine Research";journal;"25733400, 25733397";"Mary Ann Liebert Inc.";No;No;0,106;Q4;1;0;8;0;1;5;0,00;0,00;0,00;0;0;United States;Northern America;"Mary Ann Liebert Inc.";"2021";"Biochemistry (Q4); Food Science (Q4); Pharmacology (Q4); Physiology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
403;8000153126;"Taiwanese Journal of Agricultural Chemistry and Food Science";journal;"16052471";"Chinese Agricultural Chemical Society";No;No;0,106;Q4;5;15;54;471;3;54;0,06;31,40;42,86;0;0;Taiwan;Asiatic Region;"Chinese Agricultural Chemical Society";"2007-2024";"Agronomy and Crop Science (Q4); Applied Microbiology and Biotechnology (Q4); Food Science (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology"
404;23232;"Food Technology";trade journal;"00156639";"Institute of Food Technologists";No;No;0,105;Q4;62;0;6;0;0;6;0,00;0,00;0,00;0;0;United States;Northern America;"Institute of Food Technologists";"1973, 1979, 1982-1983, 1986, 1989, 1991, 1993-2021";"Chemistry (miscellaneous) (Q4); Food Science (Q4); Industrial and Manufacturing Engineering (Q4)";"Agricultural and Biological Sciences; Chemistry; Engineering"
405;22521;"Fleischwirtschaft";trade journal;"0015363X";"Deutscher Fachverlag GmbH";No;No;0,102;Q4;18;0;13;0;0;13;0,00;0,00;0,00;0;0;Germany;Western Europe;"Deutscher Fachverlag GmbH";"1973-1981, 1983-1989, 1996-1998, 2002-2014, 2016, 2018, 2022";"Food Science (Q4)";"Agricultural and Biological Sciences"
406;20056;"Industrie Alimentari";journal;"0019901X";"Chiriotti Editori";No;No;0,102;Q4;14;162;442;153;3;186;0,01;0,94;63,16;0;5;Italy;Western Europe;"Chiriotti Editori";"1996-2024";"Food Science (Q4); Industrial and Manufacturing Engineering (Q4)";"Agricultural and Biological Sciences; Engineering"
407;21100980645;"Nigerian Journal of Nutritional Sciences";journal;"01890913, 28054008";"Nutrition Society of Nigeria";No;No;0,102;Q4;4;2;99;75;5;99;0,04;37,50;12,50;0;2;Nigeria;Africa;"Nutrition Society of Nigeria";"2019-2024";"Endocrinology, Diabetes and Metabolism (Q4); Food Science (Q4); Public Health, Environmental and Occupational Health (Q4)";"Agricultural and Biological Sciences; Medicine"
408;21979;"Deutsche Lebensmittel-Rundschau";journal;"00120413";"Wissenschaftliche Verlagsgesellschaft mbH";Yes;No;0,101;Q4;27;64;1020;217;10;194;0,01;3,39;54,17;0;3;Germany;Western Europe;"Wissenschaftliche Verlagsgesellschaft mbH";"1948-1949, 1961, 1973-1989, 1996-2024";"Food Science (Q4); Industrial and Manufacturing Engineering (Q4); Law (Q4)";"Agricultural and Biological Sciences; Engineering; Social Sciences"
409;21100217003;"Correspondances en MHND";journal;"21009619";"Edimark";No;No;0,100;Q4;3;39;173;443;0;107;0,00;11,36;40,00;0;20;France;Western Europe;"Edimark";"2009, 2012-2024";"Endocrinology, Diabetes and Metabolism (Q4); Food Science (Q4); Internal Medicine (Q4)";"Agricultural and Biological Sciences; Medicine"
410;21100200607;"Ernahrung";journal;"02501554";"Fachzeitschriftenverlagsges. m. b. H";No;No;0,100;Q4;3;44;140;12;0;62;0,00;0,27;57,14;0;3;Austria;Western Europe;"Fachzeitschriftenverlagsges. m. b. H";"2011-2013, 2017-2024";"Biotechnology (Q4); Food Science (Q4); Industrial and Manufacturing Engineering (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Engineering; Nursing"
411;23125;"Food Manufacture";trade journal;"00156477";"William Reed Publishing";No;No;0,100;Q4;1;0;531;0;0;531;0,00;0,00;0,00;0;0;United Kingdom;Western Europe;"William Reed Publishing";"1973-1974, 1979, 2009-2019, 2023";"Food Science (Q4); Industrial and Manufacturing Engineering (Q4)";"Agricultural and Biological Sciences; Engineering"
412;20376;"Seibutsu-kogaku Kaishi";journal;"09193758, 24358630";"Society for Biotechnology, Japan";No;No;0,100;Q4;11;18;140;363;0;86;0,00;20,17;13,33;0;1;Japan;Asiatic Region;"Society for Biotechnology, Japan";"1996-2025";"Applied Microbiology and Biotechnology (Q4); Biotechnology (Q4); Food Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
413;29940;"Advances in Food and Nutrition Research";book series;"10434526";"Academic Press Inc.";No;No;;-;82;52;117;8212;531;0;3,65;157,92;51,39;0;24;United States;Northern America;"Academic Press Inc.";"1989-1993, 1995-1996, 1998, 2001-2025";"Food Science";"Agricultural and Biological Sciences"
414;21101260648;"Animal Science and Food Technology";journal;"27068331, 2706834X";"National University of Life and Environmental Sciences of Ukraine";Yes;No;;-;1;32;0;992;0;0;0,00;31,00;52,33;0;10;Ukraine;Eastern Europe;"National University of Life and Environmental Sciences of Ukraine";"2024";"Animal Science and Zoology; Aquatic Science; Food Science";"Agricultural and Biological Sciences"
415;21101266483;"Food Physics";journal;"29500699";"KeAi Publishing Communications Ltd.";Yes;No;;-;4;25;0;1489;0;0;0,00;59,56;34,21;0;4;China;Asiatic Region;"KeAi Publishing Communications Ltd.";"2024-2025";"Engineering (miscellaneous); Food Science; Physics and Astronomy (miscellaneous)";"Agricultural and Biological Sciences; Engineering; Physics and Astronomy"
416;21101039169;"Universal Journal of Agricultural Research (discontinued)";journal;"23322268, 23322284";"Horizon Research Publishing";No;No;;-;8;41;217;1539;162;217;0,73;37,54;47,42;0;25;United States;Northern America;"Horizon Research Publishing";"2019-2024";"Agricultural and Biological Sciences (miscellaneous); Agronomy and Crop Science; Food Science; Forestry; Plant Science";"Agricultural and Biological Sciences"
